Month,Day,YearDay,Hour
December,16,350,10
December,16,350,11
December,16,350,12
December,16,350,13
December,16,350,14
December,16,350,15
December,16,350,16
December,16,350,17
December,16,350,18
December,16,350,19
December,16,350,20
December,16,350,21
December,16,350,22
December,16,350,23
December,16,350,24
December,17,351,1
December,17,351,2
December,17,351,3
December,17,351,4
December,17,351,5
December,17,351,6
December,17,351,7
December,17,351,8
December,17,351,9
December,17,351,10
December,17,351,11
December,17,351,12
December,17,351,13
December,17,351,14
December,17,351,15
December,17,351,16
December,17,351,17
December,17,351,18
December,17,351,19
December,17,351,20
December,17,351,21
December,17,351,22
December,17,351,23
December,17,351,24
December,18,352,1
December,18,352,2
December,18,352,3
December,18,352,4
December,18,352,5
December,18,352,6
December,18,352,7
December,18,352,8
December,18,352,9
December,18,352,10
December,18,352,11
December,18,352,12
December,18,352,13
December,18,352,14
December,18,352,15
December,18,352,16
December,18,352,17
December,18,352,18
December,18,352,19
December,18,352,20
December,18,352,21
December,18,352,22
December,18,352,23
December,18,352,24
December,19,353,1
December,19,353,2
December,19,353,3
December,19,353,4
December,19,353,5
December,19,353,6
December,19,353,7
December,19,353,8
December,19,353,9
December,19,353,10
December,19,353,11
December,19,353,12
December,19,353,13
December,19,353,14
December,19,353,15
December,19,353,16
December,19,353,17
December,19,353,18
December,19,353,19
December,19,353,20
December,19,353,21
December,19,353,22
December,19,353,23
December,19,353,24
December,20,354,1
December,20,354,2
December,20,354,3
December,20,354,4
December,20,354,5
December,20,354,6
December,20,354,7
December,20,354,8
December,20,354,9
December,20,354,10
December,20,354,11
December,20,354,12
December,20,354,13
December,20,354,14
December,20,354,15
December,20,354,16
December,20,354,17
December,20,354,18
December,20,354,19
December,20,354,20
December,20,354,21
December,20,354,22
December,20,354,23
December,20,354,24
December,21,355,1
December,21,355,2
December,21,355,3
December,21,355,4
December,21,355,5
December,21,355,6
December,21,355,7
December,21,355,8
December,21,355,9
December,21,355,10
December,21,355,11
December,21,355,12
December,21,355,13
December,21,355,14
December,21,355,15
December,21,355,16
December,21,355,17
December,21,355,18
December,21,355,19
December,21,355,20
December,21,355,21
December,21,355,22
December,21,355,23
December,21,355,24
December,22,356,1
December,22,356,2
December,22,356,3
December,22,356,4
December,22,356,5
December,22,356,6
December,22,356,7
December,22,356,8
December,22,356,9
December,22,356,10
December,22,356,11
December,22,356,12
December,22,356,13
December,22,356,14
December,22,356,15
December,22,356,16
December,22,356,17
December,22,356,18
December,22,356,19
December,22,356,20
December,22,356,21
December,22,356,22
December,22,356,23
December,22,356,24
December,23,357,1
December,23,357,2
December,23,357,3
December,23,357,4
December,23,357,5
December,23,357,6
December,23,357,7
December,23,357,8
December,23,357,9
December,23,357,10
December,23,357,11
December,23,357,12
December,23,357,13
December,23,357,14
December,23,357,15
December,23,357,16
December,23,357,17
December,23,357,18
December,23,357,19
December,23,357,20
December,23,357,21
December,23,357,22
December,23,357,23
December,23,357,24
December,24,358,1
December,24,358,2
December,24,358,3
December,24,358,4
December,24,358,5
December,24,358,6
December,24,358,7
December,24,358,8
December,24,358,9
December,24,358,10
December,24,358,11
December,24,358,12
December,24,358,13
December,24,358,14
December,24,358,15
December,24,358,16
December,24,358,17
December,24,358,18
December,24,358,19
December,24,358,20
December,24,358,21
December,24,358,22
December,24,358,23
December,24,358,24
December,25,359,1
December,25,359,2
December,25,359,3
December,25,359,4
December,25,359,5
December,25,359,6
December,25,359,7
December,25,359,8
December,25,359,9
December,25,359,10
December,25,359,11
December,25,359,12
December,25,359,13
December,25,359,14
December,25,359,15
December,25,359,16
December,25,359,17
December,25,359,18
December,25,359,19
December,25,359,20
December,25,359,21
December,25,359,22
December,25,359,23
December,25,359,24
December,26,360,1
December,26,360,2
December,26,360,3
December,26,360,4
December,26,360,5
December,26,360,6
December,26,360,7
December,26,360,8
December,26,360,9
December,26,360,10
December,26,360,11
December,26,360,12
December,26,360,13
December,26,360,14
December,26,360,15
December,26,360,16
December,26,360,17
December,26,360,18
December,26,360,19
December,26,360,20
December,26,360,21
December,26,360,22
December,26,360,23
December,26,360,24
December,27,361,1
December,27,361,2
December,27,361,3
December,27,361,4
December,27,361,5
December,27,361,6
December,27,361,7
December,27,361,8
December,27,361,9
December,27,361,10
December,27,361,11
December,27,361,12
December,27,361,13
December,27,361,14
December,27,361,15
December,27,361,16
December,27,361,17
December,27,361,18
December,27,361,19
December,27,361,20
December,27,361,21
December,27,361,22
December,27,361,23
December,27,361,24
December,28,362,1
December,28,362,2
December,28,362,3
December,28,362,4
December,28,362,5
December,28,362,6
December,28,362,7
December,28,362,8
December,28,362,9
December,28,362,10
December,28,362,11
December,28,362,12
December,28,362,13
December,28,362,14
December,28,362,15
December,28,362,16
December,28,362,17
December,28,362,18
December,28,362,19
December,28,362,20
December,28,362,21
December,28,362,22
December,28,362,23
December,28,362,24
December,29,363,1
December,29,363,2
December,29,363,3
December,29,363,4
December,29,363,5
December,29,363,6
December,29,363,7
December,29,363,8
December,29,363,9
December,29,363,10
December,29,363,11
December,29,363,12
December,29,363,13
December,29,363,14
December,29,363,15
December,29,363,16
December,29,363,17
December,29,363,18
December,29,363,19
December,29,363,20
December,29,363,21
December,29,363,22
December,29,363,23
December,29,363,24
December,30,364,1
December,30,364,2
December,30,364,3
December,30,364,4
December,30,364,5
December,30,364,6
December,30,364,7
December,30,364,8
December,30,364,9
December,30,364,10
December,30,364,11
December,30,364,12
December,30,364,13
December,30,364,14
December,30,364,15
December,30,364,16
December,30,364,17
December,30,364,18
December,30,364,19
December,30,364,20
December,30,364,21
December,30,364,22
December,30,364,23
December,30,364,24
December,31,365,1
December,31,365,2
December,31,365,3
December,31,365,4
December,31,365,5
December,31,365,6
December,31,365,7
December,31,365,8
December,31,365,9
December,31,365,10
December,31,365,11
December,31,365,12
December,31,365,13
December,31,365,14
December,31,365,15
December,31,365,16
December,31,365,17
December,31,365,18
December,31,365,19
December,31,365,20
December,31,365,21
December,31,365,22
December,31,365,23
December,31,365,24
